"","from","to"
"7912","10017","10018"
"7913","80011","80031"
"7914","80031","80051"
"7915","80051","80119"
"7916","80119","80251"
"7917","80251","81169"
"7918","81169","81159"
"7919","81159","81149"
"7920","81149","81139"
"7921","82119","82099"
"7922","82099","82089"
"7923","82089","82079"
"7924","82079","92169"
"7925","92169","92249"
"7926","92249","92041"
"7927","92041","92051"
"7928","92051","92061"
"7929","92061","92071"
"7930","92071","92081"
"7931","92081","93011"
"7932","93011","93021"
"7933","93021","93031"
"7934","93031","93041"
"7935","93041","93139"
"7936","93139","84159"
"7937","84159","84121"
"7938","84121","84131"
"7939","84131","84009"
"7940","22009","21361"
"7941","21361","21399"
"7942","21399","21421"
"7943","21421","21241"
"7944","21241","28539"
"7945","28539","28409"
"7946","28409","28529"
"7947","28529","28519"
"7948","28519","28509"
"7949","28509","28499"
"7950","28499","28469"
"7951","28469","28459"
"7952","28459","28289"
"7953","28289","28279"
"7954","28279","28269"
"7955","28269","28259"
"7956","28259","28249"
"7957","28249","28239"
"7958","28239","28229"
"7959","28229","20059"
"7960","20059","20039"
"7961","20039","20029"
"7962","20029","20019"
"7963","20019","17149"
"7964","17149","17139"
"7965","17139","17129"
"7966","17129","16099"
"7967","16099","18079"
"7968","18079","18121"
"7969","18121","18141"
"7970","18141","11361"
"7971","11361","11189"
"7972","11189","11179"
"7973","11179","11169"
"7974","11169","11059"
"7975","11059","11049"
"7976","11049","11039"
"7977","11039","11029"
"7978","11029","11019"
"7979","11019","10139"
"7980","10139","10119"
"7981","10119","10651"
"7982","10651","10009"
"7983","10009","10659"
"7984","10659","10101"
"7985","10101","10111"
"7986","10111","10131"
"7987","10131","11021"
"7988","11021","11031"
"7989","11031","11041"
"7990","11041","11051"
"7991","11051","11161"
"7992","11161","11171"
"7993","11171","11181"
"7994","11181","11369"
"7995","11369","18149"
"7996","18149","18129"
"7997","18129","16091"
"7998","16091","17121"
"7999","17121","17131"
"8000","17131","17141"
"8001","17141","20011"
"8002","20011","20021"
"8003","20021","20031"
"8004","20031","20051"
"8005","20051","20271"
"8006","20271","28221"
"8007","28221","28231"
"8008","28231","28241"
"8009","28241","28251"
"8010","28251","28261"
"8011","28261","28271"
"8012","28271","28281"
"8013","28281","28451"
"8014","28451","28461"
"8015","28461","28491"
"8016","28491","28501"
"8017","28501","28511"
"8018","28511","28521"
"8019","28521","28401"
"8020","28401","28531"
"8021","28531","21249"
"8022","21249","21429"
"8023","21429","21391"
"8024","21391","21369"
"8025","21369","22009"
"8026","22009","21361"
"8027","21361","21399"
"8028","21399","21421"
"8029","21421","21241"
"8030","21241","28539"
"8031","28539","28409"
"8032","28409","28529"
"8033","28529","28519"
"8034","28519","28509"
"8035","28509","28499"
"8036","28499","28469"
"8037","28469","28459"
"8038","22009","22489"
"8039","22489","21371"
"8040","21371","27091"
"8041","27091","27101"
"8042","27101","27121"
"8043","27121","27171"
"8044","27171","27181"
"8045","27181","27011"
"8046","27011","27071"
"8047","27071","27021"
"8048","27021","27031"
"8049","27031","27041"
"8050","27041","27051"
"8051","27051","27219"
"8052","27219","27069"
"8053","27069","27209"
"8054","27209","27199"
"8055","27199","27189"
"8056","27189","27179"
"8057","27179","27169"
"8058","27169","27129"
"8059","27129","27109"
"8060","27109","27099"
"8061","27099","21379"
"8062","21379","22481"
"8063","22481","22009"
"8064","13109","13211"
"8065","13121","13141"
"8066","13141","13191"
"8067","54371","54381"
"8068","54381","54289"
"8069","54289","54279"
"8070","54279","54269"
"8071","54269","54248"
"8072","54248","54239"
"8073","54239","54229"
"8074","54229","54181"
"8075","54181","54191"
"8076","54191","54201"
"8077","54201","55131"
"8078","55131","55141"
"8079","55141","55021"
"8080","59031","59041"
"8081","59041","59421"
"8082","59421","59431"
"8083","59431","59371"
"8084","59371","59361"
"8085","59361","59341"
"8086","59341","59451"
"8087","59451","59411"
"8088","59411","59401"
"8089","59401","59391"
"8090","59391","59381"
"8091","59381","59241"
"8092","59241","59231"
"8093","59231","59101"
"8094","59101","59121"
"8095","59121","59131"
"8096","59131","59301"
"8097","59301","59311"
"8098","59311","59081"
"8099","59081","59321"
"8100","59321","59561"
"8101","99009","99131"
"8102","99131","99049"
"8103","99049","99039"
"8104","99039","99029"
"8105","99029","99019"
"8106","99019","98079"
"8107","98079","98069"
"8108","98069","97099"
"8109","97099","97089"
"8110","97089","97079"
"8111","97079","97069"
"8112","97069","97209"
"8113","97209","97059"
"8114","97059","97049"
"8115","97049","97039"
"8116","97039","97019"
"8117","97019","96069"
"8118","96069","96059"
"8119","96059","96049"
"8120","96049","95909"
"8121","95909","96099"
"8122","96099","96089"
"8123","96089","96079"
"8124","96079","85079"
"8125","85079","85089"
"8126","85089","85069"
"8127","85069","85059"
"8128","85059","85099"
"8129","85099","84069"
"8130","84069","84059"
"8131","84059","84049"
"8132","84049","84039"
"8133","84039","84029"
"8134","84029","84019"
"8135","84019","83099"
"8136","83099","83079"
"8137","83079","83059"
"8138","83059","83049"
"8139","83049","83029"
"8140","83029","82069"
"8141","82069","82049"
"8142","82049","82029"
"8143","82029","82109"
"8144","82109","81069"
"8145","81069","81049"
"8146","81049","81029"
"8147","81029","80089"
"8148","80089","80069"
"8149","80069","80049"
"8150","80049","80039"
"8151","80039","80029"
"8152","10011","10041"
"8153","10041","10499"
"8154","10499","10049"
"8155","10049","10017"
"8156","80011","80031"
"8157","80031","80051"
"8158","80051","80071"
"8159","80071","80091"
"8160","80091","81011"
"8161","81011","81031"
"8162","81031","81051"
"8163","81051","82011"
"8164","82011","82032"
"8165","82032","82061"
"8166","82061","83011"
"8167","83011","83031"
"8168","83031","83062"
"8169","83062","83081"
"8170","83081","84011"
"8171","84011","84021"
"8172","84021","84031"
"8173","84031","84041"
"8174","84041","84051"
"8175","84051","84061"
"8176","84061","85091"
"8177","85091","85051"
"8178","85051","85061"
"8179","85061","85081"
"8180","85081","85071"
"8181","85071","96071"
"8182","96071","96081"
"8183","96081","96091"
"8184","96091","95901"
"8185","95901","96041"
"8186","96041","96051"
"8187","96051","96061"
"8188","96061","97011"
"8189","97011","97031"
"8190","97031","97041"
"8191","97041","97051"
"8192","97051","97201"
"8193","97201","97061"
"8194","97061","97071"
"8195","97071","97081"
"8196","97081","97091"
"8197","97091","98061"
"8198","98061","98071"
"8199","98071","99011"
"8200","99011","99021"
"8201","99021","99031"
"8202","99031","99041"
"8203","99041","99139"
"8204","99139","99009"
"8205","75009","76059"
"8206","76059","76069"
"8207","76069","76071"
"8208","76071","76081"
"8209","76081","76091"
"8210","76091","96129"
"8211","96129","96139"
"8212","96139","96149"
"8213","96149","96159"
"8214","96159","96169"
"8215","96169","96171"
"8216","96171","96291"
"8217","96291","96209"
"8218","96209","96449"
"8219","96449","96419"
"8220","96419","96309"
"8221","96309","96381"
"8222","96381","96321"
"8223","96321","96331"
"8224","96331","96341"
"8225","96341","96351"
"8226","96351","96361"
"8227","96361","96371"
"8228","96371","96329"
"8229","96329","96389"
"8230","96389","96301"
"8231","96301","96411"
"8232","96411","96441"
"8233","96441","96201"
"8234","96201","96299"
"8235","96299","96179"
"8236","96179","96161"
"8237","96161","96151"
"8238","96151","96141"
"8239","96141","96131"
"8240","96131","96121"
"8241","96121","76099"
"8242","76099","76089"
"8243","76089","76079"
"8244","76079","76061"
"8245","76061","76051"
"8246","76051","75009"
"8247","11379","11381"
"8248","11381","11181"
"8249","11181","11369"
"8250","11369","18149"
"8251","18149","18129"
"8252","18129","15139"
"8253","15139","15129"
"8254","15129","15119"
"8255","15119","15109"
"8256","15109","15099"
"8257","15099","15079"
"8258","15079","15221"
"8259","15221","16201"
"8260","16201","16011"
"8261","16011","16021"
"8262","16021","16031"
"8263","16031","16041"
"8264","16041","16051"
"8265","16051","16061"
"8266","16061","16071"
"8267","16071","16081"
"8268","16081","16009"
"8269","16009","16089"
"8270","16089","16079"
"8271","16079","16069"
"8272","16069","16059"
"8273","16059","16049"
"8274","16049","16039"
"8275","16039","16029"
"8276","16029","16019"
"8277","16019","16209"
"8278","16209","15229"
"8279","15229","15071"
"8280","15071","15091"
"8281","15091","15101"
"8282","15101","15111"
"8283","15111","15121"
"8284","15121","15131"
"8285","15131","18121"
"8286","18121","18141"
"8287","18141","11361"
"8288","11361","11189"
"8289","11189","11389"
"8290","11379","11381"
"8291","11381","11181"
"8292","11181","11369"
"8293","11369","18149"
"8294","18149","18129"
"8295","18129","15139"
"8296","15139","15129"
"8297","15129","15119"
"8298","15119","15109"
"8299","15109","15099"
"8300","15099","15079"
"8301","15079","15221"
"8302","15221","16201"
"8303","16201","16011"
"8304","16011","16021"
"8305","16021","16031"
"8306","16031","16041"
"8307","16041","16051"
"8308","16051","16061"
"8309","16061","16071"
"8310","16071","16081"
"8311","16081","16009"
"8312","16009","17011"
"8313","17011","17021"
"8314","17021","17381"
"8315","17381","17031"
"8316","17031","17041"
"8317","17041","17251"
"8318","17251","17161"
"8319","17161","17171"
"8320","17171","17181"
"8321","17181","17051"
"8322","17051","20021"
"8323","20021","20031"
"8324","20031","20081"
"8325","20081","29159"
"8326","29159","20249"
"8327","20249","20129"
"8328","20129","20239"
"8329","20239","20219"
"8330","20219","20209"
"8331","20209","20259"
"8332","20259","20159"
"8333","20159","20199"
"8334","20199","20189"
"8335","20189","20261"
"8336","20261","20059"
"8337","20059","20039"
"8338","20039","20029"
"8339","20029","17059"
"8340","17059","17189"
"8341","17189","17179"
"8342","17259","17049"
"8343","17049","17039"
"8344","17039","17389"
"8345","17389","17029"
"8346","17029","17019"
"8347","17019","16009"
"8348","77009","78109"
"8349","78109","78081"
"8350","78081","78071"
"8351","78071","78069"
"8352","78069","78059"
"8353","78059","98099"
"8354","98099","98019"
"8355","98019","76249"
"8356","76249","76239"
"8357","76239","76229"
"8358","76229","76219"
"8359","76219","76209"
"8360","76209","76149"
"8361","76149","76139"
"8362","76139","76069"
"8363","76069","75059"
"8364","75059","75069"
"8365","75069","75349"
"8366","75349","84609"
"8367","84609","84639"
"8368","84639","84619"
"8369","84619","84629"
"8370","84629","84479"
"8371","84479","84469"
"8372","84469","84481"
"8373","84481","84491"
"8374","84491","72079"
"8375","72079","72069"
"8376","72069","72029"
"8377","72029","72019"
"8378","72019","83119"
"8379","83119","83109"
"8380","83109","82069"
"8381","82069","82049"
"8382","82049","82029"
"8383","82029","82109"
"8384","82109","81069"
"8385","81069","81049"
"8386","81049","81029"
"8387","81029","80089"
"8388","80089","80069"
"8389","80069","80049"
"8390","80049","80101"
"8391","80101","60051"
"8392","60051","60099"
"8393","50249","50239"
"8394","50239","50129"
"8395","50129","50119"
"8396","50119","50031"
"8397","50031","50041"
"8398","50041","50161"
"8399","50161","50171"
"8400","50171","50191"
"8401","50191","50201"
"8402","50201","50211"
"8403","50211","50991"
"8404","50991","52129"
"8405","52129","52049"
"8406","52049","52119"
"8407","52119","52499"
"8408","52499","52451"
"8409","52451","52129"
"8410","52129","52049"
"8411","52049","52119"
"8412","52119","52099"
"8413","52099","50159"
"8414","50159","50209"
"8415","50209","50199"
"8416","50199","50189"
"8417","50189","50179"
"8418","50179","50169"
"8419","50169","50059"
"8420","50059","50049"
"8421","50049","50038"
"8422","50038","50111"
"8423","50111","50121"
"8424","50121","50231"
"8425","50231","50331"
"8426","50331","50349"
"8427","50349","60199"
"8428","60199","60059"
"8429","60059","80109"
"8430","80109","80051"
"8431","80051","80071"
"8432","80071","80091"
"8433","80091","81011"
"8434","81011","81031"
"8435","81031","81051"
"8436","81051","82011"
"8437","82011","82032"
"8438","82032","82061"
"8439","82061","83101"
"8440","83101","83111"
"8441","83111","72011"
"8442","72011","72021"
"8443","72021","72061"
"8444","72061","72071"
"8445","72071","84499"
"8446","84499","84489"
"8447","84489","84461"
"8448","84461","84471"
"8449","84471","84621"
"8450","84621","84611"
"8451","84611","84631"
"8452","84631","84601"
"8453","84601","75341"
"8454","75341","75061"
"8455","75061","75051"
"8456","75051","76061"
"8457","76061","76131"
"8458","76131","76141"
"8459","76141","76201"
"8460","76201","76211"
"8461","76211","76221"
"8462","76221","76231"
"8463","76231","76241"
"8464","76241","98011"
"8465","98011","98091"
"8466","98091","78051"
"8467","78051","78061"
"8468","78061","78079"
"8469","78079","78089"
"8470","78089","78101"
"8471","78101","77009"
"8472","80089","80069"
"8473","80069","80049"
"8474","80049","80101"
"8475","80101","60051"
"8476","60051","60099"
"8477","54009","54339"
"8478","54339","54329"
"8479","54329","54319"
"8480","54319","54101"
"8481","54101","66091"
"8482","66091","66031"
"8483","66031","66041"
"8484","66041","66051"
"8485","66051","66379"
"8486","66379","66359"
"8487","66359","62141"
"8488","62141","62059"
"8489","62059","62049"
"8490","62049","62039"
"8491","62039","62029"
"8492","62029","62019"
"8493","62019","70309"
"8494","70309","70299"
"8495","70299","70289"
"8496","70289","70279"
"8497","70279","70269"
"8498","70269","71161"
"8499","71161","71151"
"8500","71151","71141"
"8501","71141","71121"
"8502","71121","71131"
"8503","71131","71091"
"8504","71091","72021"
"8505","72021","72061"
"8506","72061","72071"
"8507","72071","84499"
"8508","84499","84489"
"8509","84489","84461"
"8510","84461","84471"
"8511","84471","84621"
"8512","84621","84611"
"8513","84611","84631"
"8514","84631","84601"
"8515","84601","75341"
"8516","75341","75061"
"8517","75061","76289"
"8518","76289","76129"
"8519","76129","76119"
"8520","76119","76051"
"8521","76051","75009"
"8522","75009","76059"
"8523","76059","76111"
"8524","76111","76121"
"8525","76121","76281"
"8526","76281","75069"
"8527","75069","75349"
"8528","75349","84609"
"8529","84609","84639"
"8530","84639","84619"
"8531","84619","84629"
"8532","84629","84479"
"8533","84479","84469"
"8534","84469","84481"
"8535","84481","84491"
"8536","84491","72079"
"8537","72079","72069"
"8538","72069","72029"
"8539","72029","71099"
"8540","71099","71139"
"8541","71139","71129"
"8542","71129","71149"
"8543","71149","71159"
"8544","71159","71169"
"8545","71169","70261"
"8546","70261","70271"
"8547","70271","70281"
"8548","70281","70291"
"8549","70291","70301"
"8550","70301","62011"
"8551","62011","62021"
"8552","62021","62031"
"8553","62031","62041"
"8554","62041","62051"
"8555","62051","62149"
"8556","62149","66351"
"8557","66351","66371"
"8558","66371","66059"
"8559","66059","66049"
"8560","66049","66039"
"8561","66039","66099"
"8562","66099","54109"
"8563","54109","54311"
"8564","54311","54321"
"8565","54321","54331"
"8566","54331","54009"
"8567","84009","84359"
"8568","84359","84211"
"8569","84211","84221"
"8570","84221","84231"
"8571","84231","84241"
"8572","84241","84281"
"8573","84281","84059"
"8574","84059","84049"
"8575","84049","84039"
"8576","84039","84029"
"8577","84029","84641"
"8578","84641","84559"
"8579","84559","84569"
"8580","84569","84579"
"8581","84579","84589"
"8582","84589","84011"
"8583","84011","84021"
"8584","84021","84031"
"8585","84031","84041"
"8586","84041","84051"
"8587","84051","84289"
"8588","84289","84249"
"8589","84249","84239"
"8590","84239","84229"
"8591","84229","84219"
"8592","84219","84351"
"8593","84351","84009"
"8594","84009","84359"
"8595","84359","84211"
"8596","84211","84221"
